price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,area_log
4340000,4500,3,2,3,1,0,0,1,0,1,0,False,False,8.412054873292933
4340000,1905,5,1,2,0,0,1,0,0,0,0,True,False,7.552762084214147
4340000,4075,3,1,1,1,1,1,0,0,2,0,True,False,8.312871394342615
4340000,3500,4,1,2,1,0,0,0,0,2,0,False,False,8.160803920954665
4340000,6450,4,1,2,1,0,0,0,0,0,0,True,False,8.771990436532242
4319000,4032,2,1,1,1,0,1,0,0,0,0,False,False,8.302265794873367
4305000,4400,2,1,1,1,0,0,0,0,1,0,True,False,8.38958706681109
4305000,10360,2,1,1,1,0,0,0,0,1,1,True,False,9.245804036251752
4277000,3400,3,1,2,1,0,1,0,0,2,1,True,False,8.131824785007195
4270000,6360,2,1,1,1,0,0,0,0,0,0,False,False,8.757940876678804
4270000,6360,2,1,2,1,0,0,0,0,0,0,False,True,8.757940876678804
4270000,4500,2,1,1,1,0,0,0,1,2,0,False,False,8.412054873292933
4270000,2175,3,1,2,0,1,1,0,1,0,0,False,True,7.685243607975833
4270000,4360,4,1,2,1,0,0,0,0,0,0,False,False,8.380456667842767
4270000,7770,2,1,1,1,0,0,0,0,1,0,False,False,8.958154135209242
4235000,6650,3,1,2,1,1,0,0,0,0,0,True,False,8.802522498284421
4235000,2787,3,1,1,1,0,1,0,0,0,1,False,False,7.933079771880415
4200000,5500,3,1,2,1,0,0,0,1,0,0,False,True,8.612685172875459
4200000,5040,3,1,2,1,0,1,0,1,0,0,False,True,8.525359754082631
4200000,5850,2,1,1,1,1,1,0,0,2,0,True,False,8.674367865788236
4200000,2610,4,3,2,0,0,0,0,0,0,0,True,False,7.8674885686991285
4200000,2953,3,1,2,1,0,1,0,1,0,0,False,True,7.9909154630913255
4200000,2747,4,2,2,0,0,0,0,0,0,0,True,False,7.91862865334224
4200000,4410,2,1,1,0,0,0,0,0,1,0,False,True,8.39185670010494
4200000,4000,4,2,2,0,0,0,0,0,0,0,True,False,8.294299608857235
4200000,2325,3,1,2,0,0,0,0,0,0,0,True,False,7.75190533307861
4200000,4600,3,2,2,1,0,0,0,1,1,0,True,False,8.434028950155469
4200000,3640,3,2,2,1,0,1,0,0,0,0,False,True,8.200013648175434
4200000,5800,3,1,1,1,0,0,1,0,2,0,True,False,8.665785595466064
4200000,7000,3,1,1,1,0,0,0,0,3,0,False,False,8.853808274977197
4200000,4079,3,1,3,1,0,0,0,0,0,0,True,False,8.313852267398207
4200000,3520,3,1,2,1,0,0,0,0,0,1,True,False,8.166500319155052
4200000,2145,3,1,3,1,0,0,0,0,1,1,False,True,7.671360923190644
4200000,4500,3,1,1,1,0,1,0,0,0,0,False,False,8.412054873292933
4193000,8250,3,1,1,1,0,1,0,0,3,0,True,False,9.018089684104343
4193000,3450,3,1,2,1,0,0,0,0,1,0,True,False,8.146419323098003
4165000,4840,3,1,2,1,0,0,0,0,1,0,True,False,8.484876589939695
4165000,4080,3,1,2,1,0,0,0,0,2,0,True,False,8.314097335405807
4165000,4046,3,1,2,1,0,1,0,0,1,0,True,False,8.305731144875866
4130000,4632,4,1,2,1,0,0,0,1,0,0,True,False,8.440959885416648
4130000,5985,3,1,1,1,0,1,0,0,0,0,True,False,8.697178688412643
4123000,6060,2,1,1,1,0,1,0,0,1,0,True,False,8.709630081951286
4098500,3600,3,1,1,1,0,1,0,1,0,1,False,False,8.188966863648876
4095000,3680,3,2,2,1,0,0,0,0,0,0,True,False,8.210939733379021
4095000,4040,2,1,2,1,0,0,0,0,1,0,True,False,8.304247465078474
4095000,5600,2,1,1,1,0,0,0,1,0,0,True,False,8.630700432209832
4060000,5900,4,2,2,0,0,1,0,0,1,0,False,True,8.682877107057168
4060000,4992,3,2,2,1,0,0,0,0,2,0,False,True,8.51579221050061
4060000,4340,3,1,1,1,0,0,0,0,0,0,True,False,8.375860015299594
4060000,3000,4,1,3,1,0,1,0,1,2,0,True,False,8.006700845440367
4060000,4320,3,1,2,1,0,0,0,0,2,1,False,False,8.371242135931933
4025000,3630,3,2,2,1,0,0,1,0,2,0,True,False,8.197263371414335
4025000,3460,3,2,1,1,0,1,0,1,1,0,False,False,8.149312843635345
4025000,5400,3,1,1,1,0,0,0,0,3,0,True,False,8.594339400592892
4007500,4500,3,1,2,0,0,1,0,1,0,0,True,False,8.412054873292933
4007500,3460,4,1,2,1,0,0,0,1,0,0,True,False,8.149312843635345
3990000,4100,4,1,1,0,0,1,0,0,0,0,False,True,8.31898612539206
3990000,6480,3,1,2,0,0,0,0,1,1,0,True,False,8.776630098427717
3990000,4500,3,2,2,0,0,1,0,1,0,0,True,False,8.412054873292933
3990000,3960,3,1,2,1,0,0,0,0,0,0,False,False,8.284251797621916
3990000,4050,2,1,2,1,1,1,0,0,0,1,False,True,8.30671904320269
3920000,7260,3,2,1,1,1,1,0,0,3,0,False,False,8.890272839380247
3920000,5500,4,1,2,1,1,1,0,0,0,0,True,False,8.612685172875459
3920000,3000,3,1,2,1,0,0,0,0,0,0,True,False,8.006700845440367
3920000,3290,2,1,1,1,0,0,1,0,1,0,False,False,8.098946748943339
3920000,3816,2,1,1,1,0,1,0,1,2,0,False,False,8.247220052745229
3920000,8080,3,1,1,1,0,0,0,1,2,0,True,False,8.997270906233448
3920000,2145,4,2,1,1,0,1,0,0,0,1,False,True,7.671360923190644
3885000,3780,2,1,2,1,1,1,0,0,0,0,True,False,8.237743803890933
3885000,3180,4,2,2,1,0,0,0,0,0,0,False,False,8.064950891749143
3850000,5300,5,2,2,1,0,0,0,0,0,0,True,False,8.575650760987806
3850000,3180,2,2,1,1,0,1,0,0,2,0,True,False,8.064950891749143
3850000,7152,3,1,2,1,0,0,0,1,0,0,False,False,8.875287128108384
3850000,4080,2,1,1,1,0,0,0,0,0,0,True,False,8.314097335405807
3850000,3850,2,1,1,1,0,0,0,0,0,0,True,False,8.25608813381491
3850000,2015,3,1,2,1,0,1,0,0,0,1,True,False,7.60887062919126
3850000,2176,2,1,2,1,1,0,0,0,0,1,True,False,7.685703061234547
3836000,3350,3,1,2,1,0,0,0,0,0,0,False,True,8.11701408773731
3815000,3150,2,2,1,0,0,1,0,0,0,0,True,False,8.055475141757274
3780000,4820,3,1,2,1,0,0,0,0,0,0,True,False,8.480736654405622
3780000,3420,2,1,2,1,0,0,1,0,1,0,True,False,8.137688184977605
3780000,3600,2,1,1,1,0,0,0,0,0,0,True,False,8.188966863648876
3780000,5830,2,1,1,1,0,0,0,0,2,0,False,True,8.670943791222156
3780000,2856,3,1,3,1,0,0,0,0,0,1,False,False,7.957527402230773
3780000,8400,2,1,1,1,0,0,0,0,1,0,False,False,9.036106025364846
3773000,8250,3,1,1,1,0,0,0,0,2,0,False,False,9.018089684104343
3773000,2520,5,2,1,0,0,1,0,1,1,0,False,False,7.83241092718792
3773000,6930,4,1,2,0,0,0,0,0,1,0,False,False,8.843759381917984
3745000,3480,2,1,1,1,0,0,0,0,0,1,True,False,8.15507488781144
3710000,3600,3,1,1,1,0,0,0,0,1,0,False,True,8.188966863648876
3710000,4040,2,1,1,1,0,0,0,0,0,0,True,False,8.304247465078474
3710000,6020,3,1,1,1,0,0,0,0,0,0,True,False,8.703008637464448
3710000,4050,2,1,1,1,0,0,0,0,0,0,False,False,8.30671904320269
3710000,3584,2,1,1,1,0,0,1,0,0,0,True,False,8.184513753033722
3703000,3120,3,1,2,0,0,1,1,0,0,0,True,False,8.045908742270779
3703000,5450,2,1,1,1,0,0,0,0,0,0,False,False,8.603554357064281
3675000,3630,2,1,1,1,0,1,0,0,0,0,False,False,8.197263371414335
3675000,3630,2,1,1,1,0,0,0,1,0,0,False,True,8.197263371414335
3675000,5640,2,1,1,0,0,0,0,0,0,0,True,False,8.637816633739977
3675000,3600,2,1,1,1,0,0,0,0,0,0,False,False,8.188966863648876
3640000,4280,2,1,1,1,0,0,0,1,2,0,True,False,8.361941906144946
3640000,3570,3,1,2,1,0,1,0,0,0,0,True,False,8.18060094759445
3640000,3180,3,1,2,0,0,1,0,0,0,0,True,False,8.064950891749143
3640000,3000,2,1,2,1,0,0,0,1,0,0,False,False,8.006700845440367
3640000,3520,2,2,1,1,0,1,0,0,0,0,True,False,8.166500319155052
3640000,5960,3,1,2,1,1,1,0,0,0,0,False,True,8.692993531219926
3640000,4130,3,2,2,1,0,0,0,0,2,0,True,False,8.326274787396764
3640000,2850,3,2,2,0,0,1,0,0,0,1,False,True,7.955425088912672
3640000,2275,3,1,3,1,0,0,1,1,0,1,True,False,7.730174795246222
3633000,3520,3,1,1,1,0,0,0,0,2,1,False,True,8.166500319155052
3605000,4500,2,1,1,1,0,0,0,0,0,0,True,False,8.412054873292933
3605000,4000,2,1,1,1,0,0,0,0,0,1,True,False,8.294299608857235
3570000,3150,3,1,2,1,0,1,0,0,0,0,False,False,8.055475141757274
3570000,4500,4,2,2,1,0,1,0,0,2,0,False,False,8.412054873292933
3570000,4500,2,1,1,0,0,0,0,0,0,0,False,False,8.412054873292933
3570000,3640,2,1,1,1,0,0,0,0,0,0,False,True,8.200013648175434
3535000,3850,3,1,1,1,0,0,0,0,2,0,False,True,8.25608813381491
3500000,4240,3,1,2,1,0,0,0,1,0,0,True,False,8.352554369474591
3500000,3650,3,1,2,1,0,0,0,0,0,0,False,True,8.202756381655638
3500000,4600,4,1,2,1,0,0,0,0,0,0,True,False,8.434028950155469
3500000,2135,3,2,2,0,0,0,0,0,0,0,False,True,7.666690200080086
3500000,3036,3,1,2,1,0,1,0,0,0,0,True,False,8.01862546504575
3500000,3990,3,1,2,1,0,0,0,0,0,0,True,False,8.291797105048733
3500000,7424,3,1,1,0,0,0,0,0,0,0,False,True,8.9126079636709
3500000,3480,3,1,1,0,0,0,0,1,0,0,False,True,8.15507488781144
3500000,3600,6,1,2,1,0,0,0,0,1,0,False,True,8.188966863648876
3500000,3640,2,1,1,1,0,0,0,0,1,0,True,False,8.200013648175434
3500000,5900,2,1,1,1,0,0,0,0,1,0,False,False,8.682877107057168
3500000,3120,3,1,2,1,0,0,0,0,1,0,False,True,8.045908742270779
3500000,7350,2,1,1,1,0,0,0,0,1,0,True,False,8.902591637374087
3500000,3512,2,1,1,1,0,0,0,0,1,1,False,True,8.164225652265827
3500000,9500,3,1,2,1,0,0,0,0,3,1,False,True,9.15915233520675
3500000,5880,2,1,1,1,0,0,0,0,0,0,False,True,8.679482094459956
3500000,12944,3,1,1,1,0,0,0,0,0,0,False,True,9.468464892185638
3493000,4900,3,1,2,0,0,0,0,0,0,0,False,True,8.497194544909547
3465000,3060,3,1,1,1,0,0,0,0,0,0,False,True,8.026496938945412
3465000,5320,2,1,1,1,0,0,0,0,1,1,False,True,8.579416534596369
3465000,2145,3,1,3,1,0,0,0,0,0,1,False,False,7.671360923190644
3430000,4000,2,1,1,1,0,0,0,0,0,0,False,True,8.294299608857235
3430000,3185,2,1,1,1,0,0,0,0,2,0,False,True,8.066521490469993
3430000,3850,3,1,1,1,0,0,0,0,0,0,False,True,8.25608813381491
3430000,2145,3,1,3,1,0,0,0,0,0,1,False,False,7.671360923190644
3430000,2610,3,1,2,1,0,1,0,0,0,1,False,True,7.8674885686991285
3430000,1950,3,2,2,1,0,1,0,0,0,1,False,True,7.576097340623111
3423000,4040,2,1,1,1,0,0,0,0,0,0,False,True,8.304247465078474
3395000,4785,3,1,2,1,1,1,0,1,1,0,False,False,8.47345026846832
3395000,3450,3,1,1,1,0,1,0,0,2,0,False,True,8.146419323098003
3395000,3640,2,1,1,1,0,0,0,0,0,0,False,False,8.200013648175434
3360000,3500,4,1,2,1,0,0,0,1,2,0,False,True,8.160803920954665
3360000,4960,4,1,3,0,0,0,0,0,0,0,True,False,8.509362612301048
3360000,4120,2,1,2,1,0,0,0,0,0,0,False,True,8.323851131338817
3360000,4750,2,1,1,1,0,0,0,0,0,0,False,True,8.46611040118692
3360000,3720,2,1,1,0,0,0,0,1,0,0,False,True,8.221747728346623
3360000,3750,3,1,1,1,0,0,0,0,0,0,False,True,8.229777750081887
3360000,3100,3,1,2,0,0,1,0,0,0,0,True,False,8.03947991910045
3360000,3185,2,1,1,1,0,1,0,0,2,0,False,False,8.066521490469993
3353000,2700,3,1,1,0,0,0,0,0,0,0,False,False,7.901377353792616
3332000,2145,3,1,2,1,0,1,0,0,0,1,False,False,7.671360923190644
3325000,4040,2,1,1,1,0,0,0,0,1,0,False,True,8.304247465078474
3325000,4775,4,1,2,1,0,0,0,0,0,0,False,True,8.471358655072438
3290000,2500,2,1,1,0,0,0,0,1,0,0,False,True,7.824445930877619
3290000,3180,4,1,2,1,0,1,0,1,0,0,False,True,8.064950891749143
3290000,6060,3,1,1,1,1,1,0,0,0,0,False,False,8.709630081951286
3290000,3480,4,1,2,0,0,0,0,0,1,0,True,False,8.15507488781144
3290000,3792,4,1,2,1,0,0,0,0,0,0,True,False,8.2409125416889
3290000,4040,2,1,1,1,0,0,0,0,0,0,False,True,8.304247465078474
3290000,2145,3,1,2,1,0,1,0,0,0,1,False,False,7.671360923190644
3290000,5880,3,1,1,1,0,0,0,0,1,0,False,True,8.679482094459956
3255000,4500,2,1,1,0,0,0,0,0,0,0,True,False,8.412054873292933
3255000,3930,2,1,1,0,0,0,0,0,0,0,False,True,8.27664912542186
3234000,3640,4,1,2,1,0,1,0,0,0,0,False,True,8.200013648175434
3220000,4370,3,1,2,1,0,0,0,0,0,0,False,True,8.382747094863314
3220000,2684,2,1,1,1,0,0,0,1,1,0,False,True,7.895436006942965
3220000,4320,3,1,1,0,0,0,0,0,1,0,False,True,8.371242135931933
3220000,3120,3,1,2,0,0,0,0,0,0,0,False,False,8.045908742270779
3150000,3450,1,1,1,1,0,0,0,0,0,0,False,False,8.146419323098003
3150000,3986,2,2,1,0,1,1,0,0,1,0,False,True,8.290794347381356
3150000,3500,2,1,1,0,0,1,0,0,0,0,True,False,8.160803920954665
3150000,4095,2,1,1,1,0,0,0,0,2,0,True,False,8.317766166719343
3150000,1650,3,1,2,0,0,1,0,0,0,0,False,True,7.409136443920128
3150000,3450,3,1,2,1,0,1,0,0,0,0,True,False,8.146419323098003
3150000,6750,2,1,1,1,0,0,0,0,0,0,True,False,8.81744592104187
3150000,9000,3,1,2,1,0,0,0,0,2,0,True,False,9.105090961257085
3150000,3069,2,1,1,1,0,0,0,0,1,0,False,True,8.029432840581244
3143000,4500,3,1,2,1,0,0,0,1,0,0,False,True,8.412054873292933
3129000,5495,3,1,1,1,0,1,0,0,0,0,False,True,8.611775833902186
3118850,2398,3,1,1,1,0,0,0,0,0,1,True,False,7.782807262839695
3115000,3000,3,1,1,0,0,0,0,1,0,0,False,True,8.006700845440367
3115000,3850,3,1,2,1,0,0,0,0,0,0,False,True,8.25608813381491
3115000,3500,2,1,1,1,0,0,0,0,0,0,False,True,8.160803920954665
3087000,8100,2,1,1,1,0,0,0,0,1,0,False,True,8.999742789830492
3080000,4960,2,1,1,1,0,1,0,1,0,0,False,True,8.509362612301048
3080000,2160,3,1,2,0,0,1,0,0,0,0,True,False,7.6783263565068856
3080000,3090,2,1,1,1,1,1,0,0,0,0,False,True,8.036249942132116
3080000,4500,2,1,2,1,0,0,1,0,1,0,True,False,8.412054873292933
3045000,3800,2,1,1,1,0,0,0,0,0,0,False,True,8.24301946898925
3010000,3090,3,1,2,0,0,0,0,0,0,0,True,False,8.036249942132116
3010000,3240,3,1,2,1,0,0,0,0,2,0,True,False,8.083637203141548
3010000,2835,2,1,1,1,0,0,0,0,0,0,True,False,7.950149887652018
3010000,4600,2,1,1,1,0,0,0,0,0,0,False,False,8.434028950155469
3010000,5076,3,1,1,0,0,0,0,0,0,0,False,True,8.532475814947395
3010000,3750,3,1,2,1,0,0,0,0,0,0,False,True,8.229777750081887
3010000,3630,4,1,2,1,0,0,0,0,3,0,True,False,8.197263371414335
3003000,8050,2,1,1,1,0,0,0,0,0,0,False,True,8.993551586299981
2975000,4352,4,1,2,0,0,0,0,0,1,0,False,True,8.378620541552298
2961000,3000,2,1,2,1,0,0,0,0,0,0,True,False,8.006700845440367
2940000,5850,3,1,2,1,0,1,0,0,1,0,False,True,8.674367865788236
2940000,4960,2,1,1,1,0,0,0,0,0,0,False,True,8.509362612301048
2940000,3600,3,1,2,0,0,0,0,0,1,0,False,True,8.188966863648876
2940000,3660,4,1,2,0,0,0,0,0,0,0,False,True,8.205491613120236
2940000,3480,3,1,2,0,0,0,0,0,1,0,True,False,8.15507488781144
2940000,2700,2,1,1,0,0,0,0,0,0,0,False,False,7.901377353792616
2940000,3150,3,1,2,0,0,0,0,0,0,0,False,True,8.055475141757274
2940000,6615,3,1,2,1,0,0,0,0,0,0,True,False,8.797246236703527
2870000,3040,2,1,1,0,0,0,0,0,0,0,False,True,8.019941687677365
2870000,3630,2,1,1,1,0,0,0,0,0,0,False,True,8.197263371414335
2870000,6000,2,1,1,1,0,0,0,0,0,0,True,False,8.699681400989514
2870000,5400,4,1,2,1,0,0,0,0,0,0,False,True,8.594339400592892
2852500,5200,4,1,3,1,0,0,0,0,0,0,False,True,8.556606193773073
2835000,3300,3,1,2,0,0,0,0,0,1,0,True,False,8.101980731853192
2835000,4350,3,1,2,0,0,0,1,0,1,0,False,True,8.37816098272068
2835000,2640,2,1,1,0,0,0,0,0,1,0,False,False,7.878912912297132
2800000,2650,3,1,2,1,0,1,0,0,1,0,False,True,7.8826922062890254
2800000,3960,3,1,1,1,0,0,0,0,0,0,False,False,8.284251797621916
2730000,6800,2,1,1,1,0,0,0,0,0,0,False,True,8.824824939175638
2730000,4000,3,1,2,1,0,0,0,0,1,0,False,True,8.294299608857235
2695000,4000,2,1,1,1,0,0,0,0,0,0,False,True,8.294299608857235
2660000,3934,2,1,1,1,0,0,0,0,0,0,False,True,8.277666160851503
2660000,2000,2,1,2,1,0,0,0,0,0,0,True,False,7.601402334583733
2660000,3630,3,3,2,0,1,0,0,0,0,0,False,True,8.197263371414335
2660000,2800,3,1,1,1,0,0,0,0,0,0,False,True,7.937731775260109
2660000,2430,3,1,1,0,0,0,0,0,0,0,False,True,7.796057974316123
2660000,3480,2,1,1,1,0,0,0,0,1,0,True,False,8.15507488781144
2660000,4000,3,1,1,1,0,0,0,0,0,0,True,False,8.294299608857235
2653000,3185,2,1,1,1,0,0,0,1,0,0,False,True,8.066521490469993
2653000,4000,3,1,2,1,0,0,0,1,0,0,False,True,8.294299608857235
2604000,2910,2,1,1,0,0,0,0,0,0,0,False,True,7.976251943745623
2590000,3600,2,1,1,1,0,0,0,0,0,0,False,True,8.188966863648876
2590000,4400,2,1,1,1,0,0,0,0,0,0,False,True,8.38958706681109
2590000,3600,2,2,2,1,0,1,0,0,1,0,False,False,8.188966863648876
2520000,2880,3,1,1,0,0,0,0,0,0,0,False,True,7.9658927350845286
2520000,3180,3,1,1,0,0,0,0,0,0,0,False,True,8.064950891749143
2520000,3000,2,1,2,1,0,0,0,0,0,0,False,False,8.006700845440367
2485000,4400,3,1,2,1,0,0,0,0,0,0,False,True,8.38958706681109
2485000,3000,3,1,2,0,0,0,0,0,0,0,True,False,8.006700845440367
2450000,3210,3,1,2,1,0,1,0,0,0,0,False,True,8.074337694089515
2450000,3240,2,1,1,0,1,0,0,0,1,0,False,True,8.083637203141548
2450000,3000,2,1,1,1,0,0,0,0,1,0,False,True,8.006700845440367
2450000,3500,2,1,1,1,1,0,0,0,0,0,False,True,8.160803920954665
2450000,4840,2,1,2,1,0,0,0,0,0,0,False,True,8.484876589939695
2450000,7700,2,1,1,1,0,0,0,0,0,0,False,True,8.94910546953925
2408000,3635,2,1,1,0,0,0,0,0,0,0,False,True,8.19863945529737
2380000,2475,3,1,2,1,0,0,0,0,0,0,False,False,7.814399633804487
2380000,2787,4,2,2,1,0,0,0,0,0,0,False,False,7.933079771880415
2380000,3264,2,1,1,1,0,0,0,0,0,0,False,True,8.09101504171053
2345000,3640,2,1,1,1,0,0,0,0,0,0,False,True,8.200013648175434
2310000,3180,2,1,1,1,0,0,0,0,0,0,False,True,8.064950891749143
2275000,1836,2,1,1,0,0,1,0,0,0,0,True,False,7.515889085215125
2275000,3970,1,1,1,0,0,0,0,0,0,0,False,True,8.286773231131251
2275000,3970,3,1,2,1,0,1,0,0,0,0,False,True,8.286773231131251
2240000,1950,3,1,1,0,0,0,1,0,0,0,False,True,7.576097340623111
2233000,5300,3,1,1,0,0,0,0,1,0,1,False,True,8.575650760987806
2135000,3000,2,1,1,0,0,0,0,0,0,0,False,True,8.006700845440367
2100000,2400,3,1,2,1,0,0,0,0,0,0,False,True,7.783640596221253
2100000,3000,4,1,2,1,0,0,0,0,0,0,False,True,8.006700845440367
2100000,3360,2,1,1,1,0,0,0,0,1,0,False,True,8.119993827725105
1960000,3420,5,1,2,0,0,0,0,0,0,0,False,True,8.137688184977605
1890000,1700,3,1,2,1,0,0,0,0,0,0,False,True,7.438971592395862
1890000,3649,2,1,1,1,0,0,0,0,0,0,False,True,8.202482446576537
1855000,2990,2,1,1,0,0,0,0,0,1,0,False,True,8.003363058629947
1820000,3000,2,1,1,1,0,1,0,0,2,0,False,True,8.006700845440367
1767150,2400,3,1,1,0,0,0,0,0,0,0,True,False,7.783640596221253
1750000,3620,2,1,1,1,0,0,0,0,0,0,False,True,8.19450550976564
1750000,2910,3,1,1,0,0,0,0,0,0,0,False,False,7.976251943745623
1750000,3850,3,1,2,1,0,0,0,0,0,0,False,True,8.25608813381491
